Time (s),Extension (mm),Load (N),Tensile strain (mm/mm)
140.554,9.63694,11596.17871,0.07504
140.654,9.64519,11600.24609,0.07511
140.754,9.65381,11605.57324,0.07518
140.854,9.66231,11603.42676,0.07524
140.954,9.67025,11602.8125,0.07531
141.054,9.67881,11607.63672,0.07537
141.154,9.68719,11609.24023,0.07544
141.254,9.69537,11609.01074,0.0755
141.354,9.70362,11608.41699,0.07557
141.454,9.71194,11612.81738,0.07563
141.554,9.72037,11613.46875,0.0757
141.654,9.72869,11617.11328,0.07577
141.754,9.73712,11619.22852,0.07583
141.854,9.74562,11618.10645,0.0759
141.954,9.75369,11615.83887,0.07596
142.054,9.76187,11617.97559,0.07603
142.154,9.77031,11620.0957,0.07609
142.254,9.77875,11622.82031,0.07616
142.354,9.78712,11625.6875,0.07623
142.454,9.79556,11627.92676,0.07629
142.554,9.80381,11624.41992,0.07636
142.654,9.81181,11626.46875,0.07642
142.754,9.82037,11631.86328,0.07649
142.854,9.82875,11630.09668,0.07655
142.954,9.83681,11630.58398,0.07662
143.054,9.84544,11636.84082,0.07669
143.154,9.85375,11636.00195,0.07675
143.254,9.86206,11636.03418,0.07682
143.354,9.87044,11637.92871,0.07688
143.454,9.87887,11639.81641,0.07695
143.554,9.88706,11636.42676,0.07701
143.654,9.89506,11637.8916,0.07708
143.754,9.90369,11645.58203,0.07714
143.854,9.91225,11645.72266,0.07721
143.954,9.92037,11645.4248,0.07728
144.054,9.92887,11647.45703,0.07734
144.154,9.93706,11646.58301,0.07741
144.254,9.94525,11647.33301,0.07747
144.354,9.95356,11650.39258,0.07754
144.454,9.962,11654.37891,0.0776
144.554,9.9705,11654.39355,0.07767
144.654,9.97869,11655.01367,0.07773
144.754,9.98694,11656.94922,0.0778
144.854,9.9955,11657.70801,0.07787
144.954,10.00362,11657.30566,0.07793
145.054,10.012,11659.85938,0.078
145.154,10.02037,11659.91992,0.07806
145.254,10.02862,11660.27344,0.07813
145.354,10.03706,11664.42188,0.07819
145.454,10.04562,11669,0.07826
145.554,10.05394,11665.14844,0.07833
145.654,10.06194,11665.36719,0.07839
145.754,10.07037,11669.2207,0.07846
145.854,10.07862,11667.11426,0.07852
145.954,10.08675,11670.75586,0.07859
146.054,10.0955,11677.25879,0.07865
146.154,10.10394,11675.92969,0.07872
146.254,10.11206,11673.18555,0.07878
146.354,10.12031,11674.52051,0.07885
146.454,10.12875,11678.14062,0.07892
146.554,10.13712,11677.33594,0.07898
146.654,10.14512,11677.13086,0.07905
146.754,10.15375,11683.14258,0.07911
146.854,10.16225,11682.92285,0.07918
146.954,10.17025,11682.57324,0.07924
147.054,10.17894,11687.48633,0.07931
147.154,10.18719,11686.39844,0.07938
147.254,10.19537,11685.71094,0.07944
147.354,10.20356,11686.33887,0.07951
147.454,10.21181,11689.98633,0.07957
147.554,10.22044,11692.91992,0.07964
147.654,10.22875,11694.5459,0.0797
147.754,10.23712,11694.82227,0.07977
147.854,10.24562,11694.90625,0.07984
147.954,10.25356,11692.38379,0.0799
148.054,10.26194,11696.81641,0.07997
148.154,10.27044,11698.42969,0.08003
148.254,10.27869,11698.15625,0.0801
148.354,10.28712,11700.82227,0.08016
148.454,10.2955,11703.58984,0.08023
148.554,10.30375,11700.35742,0.08029
148.654,10.31194,11704.125,0.08036
148.754,10.32044,11707.61523,0.08043
148.854,10.32868,11704.25195,0.08049
148.954,10.33675,11704.99707,0.08055
149.054,10.34537,11711.68066,0.08062
149.154,10.35387,11713.08789,0.08069
149.254,10.36219,11711.45215,0.08075
149.354,10.37044,11711.45996,0.08082
149.454,10.37881,11713.17676,0.08089
149.554,10.387,11710.96387,0.08095
149.654,10.39506,11712.80859,0.08101
149.754,10.40381,11720.51758,0.08108
149.854,10.41231,11719.69727,0.08115
149.954,10.42031,11717.09766,0.08121
150.054,10.42881,11720.93555,0.08128
150.154,10.43706,11721.05859,0.08134
150.254,10.44531,11722.58594,0.08141
150.354,10.45362,11723.52051,0.08147
150.454,10.462,11725.99902,0.08154
150.554,10.4705,11727.17188,0.08161
150.654,10.47856,11726.99219,0.08167
150.754,10.48712,11731.52441,0.08174
150.854,10.49562,11731.33789,0.08181
150.954,10.50368,11728.07324,0.08187
151.054,10.512,11730.78613,0.08193
151.154,10.52025,11730.95508,0.082
151.254,10.52862,11732.69629,0.08207
151.354,10.53712,11737.9209,0.08213
151.454,10.54556,11739.05273,0.0822
151.554,10.55387,11735.04297,0.08226
151.654,10.56187,11736.3916,0.08233
151.754,10.57025,11739.70605,0.08239
151.854,10.57869,11739.83691,0.08246
151.954,10.58681,11740.91016,0.08252
152.054,10.5955,11746.13965,0.08259
152.154,10.60387,11745.59082,0.08266
152.254,10.612,11743.38379,0.08272
152.354,10.62031,11745.2002,0.08279
152.454,10.62881,11749.25293,0.08285
152.554,10.63712,11746.30078,0.08292
152.654,10.64519,11746.30273,0.08298
152.754,10.65375,11752.9209,0.08305
152.854,10.66219,11751.2959,0.08312
152.954,10.67031,11753.38477,0.08318
153.054,10.67894,11756.16602,0.08325
153.154,10.68719,11754.09766,0.08331
153.254,10.69531,11754.12109,0.08338
153.354,10.7035,11755.00391,0.08344
153.454,10.71194,11760.17188,0.08351
153.554,10.72056,11761.99121,0.08358
153.654,10.72875,11761.74609,0.08364
153.754,10.73706,11762.13574,0.08371
153.854,10.7455,11761.71484,0.08377
153.954,10.75356,11761.07227,0.08384
154.054,10.762,11765.50293,0.0839
154.154,10.77037,11765.00293,0.08397
154.254,10.77869,11764.78711,0.08403
154.354,10.78706,11768.05469,0.0841
154.454,10.79544,11770.7041,0.08417
154.554,10.80387,11769.37695,0.08423
154.654,10.81194,11770.31348,0.0843
154.754,10.82037,11772.13379,0.08436
154.854,10.82868,11770.74121,0.08443
154.954,10.83669,11771.73828,0.08449
155.054,10.84544,11778.9082,0.08456
155.154,10.85394,11779.55859,0.08463
155.254,10.86212,11775.40527,0.08469
155.354,10.87037,11776.95703,0.08476
155.454,10.87869,11778.30273,0.08482
155.554,10.887,11777.49512,0.08489
155.654,10.89512,11779.53223,0.08495
155.754,10.90375,11784.86523,0.08502
155.854,10.91231,11783.48145,0.08509
155.954,10.92025,11782.62793,0.08515
156.054,10.92881,11786.22363,0.08522
156.154,10.93712,11786.65723,0.08528
156.254,10.94537,11787.05078,0.08535
156.354,10.95362,11786.6084,0.08541
156.454,10.96194,11790.0625,0.08548
156.554,10.97037,11790.36621,0.08554
156.654,10.97862,11792.56445,0.08561
156.754,10.98712,11795.48633,0.08568
156.854,10.99562,11793.65723,0.08574
156.954,11.00369,11791.18066,0.08581
157.054,11.01187,11793.77246,0.08587
157.154,11.02031,11795.39844,0.08594
157.254,11.02875,11797.12793,0.086
157.354,11.03712,11799.41211,0.08607
157.454,11.04556,11800.55176,0.08614
157.554,11.05381,11797.46875,0.0862
157.654,11.06181,11799.14844,0.08626
157.754,11.07037,11804.35059,0.08633
157.854,11.07875,11802.48242,0.0864
157.954,11.08681,11801.77246,0.08646
158.054,11.09544,11807.87988,0.08653
158.154,11.10375,11807.24316,0.08659
158.254,11.11206,11806.3877,0.08666
158.354,11.12043,11808.62695,0.08672
158.454,11.12881,11809.45117,0.08679
158.554,11.13706,11806.00488,0.08686
158.654,11.14506,11807.15527,0.08692
158.754,11.15369,11813.97754,0.08699
158.854,11.16231,11814.40039,0.08705
158.954,11.17037,11812.97559,0.08712
159.054,11.17887,11815.30566,0.08719
159.154,11.18712,11815.08984,0.08725
159.254,11.19525,11814.71094,0.08731
159.354,11.20356,11816.62891,0.08738
159.454,11.212,11821.2793,0.08745
159.554,11.2205,11819.77734,0.08751
159.654,11.22869,11820.48145,0.08758
159.754,11.237,11822.9668,0.08764
159.854,11.24556,11822.8916,0.08771
159.954,11.25368,11821.6709,0.08777
160.054,11.262,11823.46387,0.08784
160.154,11.27037,11823.38477,0.08791
160.254,11.27862,11823.89258,0.08797
160.354,11.287,11827.53027,0.08804
160.454,11.29556,11830.79297,0.0881
160.554,11.30394,11827.47852,0.08817
160.654,11.31194,11827.33691,0.08823
160.754,11.32031,11830.49707,0.0883
160.854,11.32862,11829.00977,0.08836
160.954,11.33675,11831.2002,0.08843
161.054,11.3455,11837.89648,0.0885
161.154,11.35394,11835.98828,0.08856
161.254,11.36206,11832.35449,0.08863
161.354,11.37031,11834.29492,0.08869
161.454,11.37875,11837.43457,0.08876
161.554,11.38712,11836.16992,0.08882
161.654,11.39519,11835.99512,0.08889
161.754,11.40381,11841.50391,0.08896
161.854,11.41225,11840.01758,0.08902
161.954,11.42025,11839.89648,0.08909
162.054,11.42887,11844.38281,0.08915
162.154,11.43719,11843.69531,0.08922
162.254,11.44537,11842.13184,0.08928
162.354,11.45356,11842.58398,0.08935
162.454,11.46187,11845.91016,0.08941
162.554,11.4705,11848.34766,0.08948
162.654,11.47875,11849.66016,0.08955
162.754,11.48719,11850.40527,0.08961
162.854,11.49562,11848.98926,0.08968
162.954,11.50356,11846.79785,0.08974
163.054,11.51194,11850.55273,0.08981
163.154,11.52037,11852.14648,0.08987
163.254,11.52868,11851.08203,0.08994
163.354,11.53712,11853.70117,0.09001
163.454,11.5455,11856.3457,0.09007
163.554,11.55381,11852.51953,0.09014
163.654,11.56194,11855.8623,0.0902
163.754,11.57037,11857.80859,0.09027
163.854,11.57869,11855.47266,0.09033
163.954,11.58669,11855.4873,0.0904
164.054,11.59531,11861.92676,0.09046
164.154,11.60381,11863.375,0.09053
164.254,11.61219,11861.71094,0.0906
164.354,11.62037,11861.08789,0.09066
164.454,11.62881,11863.21191,0.09073
164.554,11.637,11859.93359,0.09079
164.654,11.64506,11861.71875,0.09086
164.754,11.65381,11869.45312,0.09092
164.854,11.66231,11867.28809,0.09099
164.954,11.67037,11865.33008,0.09106
165.054,11.67881,11868.15918,0.09112
165.154,11.68706,11867.77539,0.09119
165.254,11.69537,11869.51074,0.09125
165.354,11.70362,11869.7002,0.09132
165.454,11.712,11872.33984,0.09138
165.554,11.7205,11872.44629,0.09145
165.654,11.72856,11872.6377,0.09151
165.754,11.737,11876.15332,0.09158
165.854,11.74569,11876.96289,0.09165
165.954,11.75362,11872.0791,0.09171
166.054,11.762,11875.3584,0.09178
166.154,11.77031,11875.31152,0.09184
166.254,11.77862,11876.45898,0.09191
166.354,11.78712,11881.125,0.09197
166.454,11.79562,11883.03516,0.09204
166.554,11.80387,11877.53125,0.09211
166.654,11.81187,11878.69727,0.09217
166.754,11.82025,11882.01562,0.09224
166.854,11.82869,11881.92188,0.0923
166.954,11.83681,11882.53613,0.09237
167.054,11.8455,11887.44824,0.09243
167.154,11.85387,11886.7998,0.0925
167.254,11.862,11883.7832,0.09256
167.354,11.87031,11886.19629,0.09263
167.454,11.87881,11888.57812,0.0927
167.554,11.88706,11885.16797,0.09276
167.654,11.89512,11885.22656,0.09282
167.754,11.90369,11890.85645,0.09289
167.854,11.91212,11890.60449,0.09296
167.954,11.92037,11892.0791,0.09302
168.054,11.92894,11894.13184,0.09309
168.154,11.93719,11891.72461,0.09316
168.254,11.94537,11892.05078,0.09322
168.354,11.9535,11892.00391,0.09328
168.454,11.96187,11896.79785,0.09335
168.554,11.97056,11898.33105,0.09342
168.654,11.97875,11897.88477,0.09348
168.754,11.98712,11898.80664,0.09355
168.854,11.9955,11896.8916,0.09362
168.954,12.00362,11897.14551,0.09368
169.054,12.012,11900.72559,0.09375
169.154,12.02037,11899.9707,0.09381
169.254,12.02875,11899.90527,0.09388
169.354,12.03706,11902.25488,0.09394
169.454,12.04544,11904.53809,0.09401
169.554,12.05387,11903.25684,0.09407
169.654,12.062,11904.25195,0.09414
169.754,12.07037,11905.0127,0.0942
169.854,12.07875,11904.00684,0.09427
169.954,12.08669,11903.47852,0.09433
170.054,12.09544,11911.17969,0.0944
170.154,12.10394,11912.08691,0.09447
170.254,12.11212,11907.49512,0.09453
170.354,12.12044,11908.81641,0.0946
170.454,12.12869,11909.72656,0.09466
170.554,12.137,11907.69531,0.09473
170.654,12.14519,11910.37109,0.09479
170.754,12.15381,11915.76074,0.09486
170.854,12.16231,11913.26172,0.09493
170.954,12.17025,11912.21777,0.09499
171.054,12.17875,11915.23242,0.09506
171.154,12.18712,11916.30371,0.09512
171.254,12.19537,11915.56738,0.09519
171.354,12.20356,11914.8877,0.09525
171.454,12.212,11918.43262,0.09532
171.554,12.22044,11918.88867,0.09539
171.654,12.22869,11920.62109,0.09545
171.754,12.23712,11922.87891,0.09552
171.854,12.24562,11921.32422,0.09558
171.954,12.25369,11918.22656,0.09565
172.054,12.26187,11920.3623,0.09571
172.154,12.27031,11921.58691,0.09578
172.254,12.27869,11924.05371,0.09585
172.354,12.28712,11925.18652,0.09591
172.454,12.29556,11927.05664,0.09598
172.554,12.30375,11922.43945,0.09604
172.654,12.31181,11924.36133,0.09611
172.754,12.32037,11928.87012,0.09617
172.854,12.32868,11926.14844,0.09624
172.954,12.33675,11925.92285,0.0963
173.054,12.34544,11932.31445,0.09637
173.154,12.35375,11930.80273,0.09644
173.254,12.36206,11929.4248,0.0965
173.354,12.37044,11931.57617,0.09657
173.454,12.37881,11931.56641,0.09663
173.554,12.38706,11928.87891,0.0967
173.654,12.39512,11929.87012,0.09676
173.754,12.40369,11936.53906,0.09683
173.854,12.41225,11935.44922,0.0969
173.954,12.42031,11933.875,0.09696
174.054,12.42894,11937.25977,0.09703
174.154,12.43712,11936.14941,0.09709
174.254,12.44525,11934.90137,0.09716
174.354,12.45356,11936.44824,0.09722
174.454,12.462,11940.69238,0.09729
174.554,12.47056,11940.32031,0.09736
174.654,12.47869,11940.7168,0.09742
174.754,12.48694,11940.58398,0.09748
174.854,12.4955,11941.57324,0.09755
174.954,12.50362,11940.50293,0.09762
175.054,12.512,11942.65332,0.09768
175.154,12.52037,11941.69043,0.09775
175.254,12.52862,11941.74512,0.09781
175.354,12.53706,11945.54492,0.09788
175.454,12.54556,11948.76172,0.09795
175.554,12.55394,11944.22363,0.09801
175.654,12.56194,11944.21191,0.09808
175.754,12.57031,11947.15723,0.09814
175.854,12.57862,11945.36133,0.09821
175.954,12.58675,11947.19922,0.09827
176.054,12.5955,11953.49609,0.09834
176.154,12.60387,11951.07129,0.09841
176.254,12.61212,11948.98145,0.09847
176.354,12.62031,11949.19238,0.09853
176.454,12.62875,11952.20215,0.0986
176.554,12.63712,11950.63867,0.09867
176.654,12.64519,11950.53711,0.09873
176.754,12.65381,11955.05273,0.0988
176.854,12.66225,11954.0127,0.09887
176.954,12.67025,11953.67773,0.09893
177.054,12.67894,11958.14453,0.099
177.154,12.68719,11956.44727,0.09906
177.254,12.69537,11954.86816,0.09913
177.354,12.70362,11956.09473,0.09919
177.454,12.71187,11958.50488,0.09926
177.554,12.72044,11960.25879,0.09932
177.654,12.72869,11960.3584,0.09939
177.754,12.73712,11961.47754,0.09945
177.854,12.74562,11961.03516,0.09952
177.954,12.75356,11958.23535,0.09958
178.054,12.76194,11961.75,0.09965
178.154,12.77043,11962.54102,0.09972
178.254,12.77875,11962.44336,0.09978
178.354,12.78712,11964.13965,0.09985
178.454,12.7955,11966.07812,0.09991
178.554,12.80375,11962.03418,0.09998
178.654,12.81187,11965.19434,0.10004
178.754,12.82037,11968.20801,0.10011
178.854,12.82875,11964.95312,0.10018
178.954,12.83675,11965.06348,0.10024
179.054,12.84537,11970.30957,0.10031
179.154,12.85387,11971.58398,0.10037
179.254,12.86212,11969.05371,0.10044
179.354,12.87044,11969.08789,0.1005
179.454,12.87881,11970.19336,0.10057
179.554,12.88694,11966.87109,0.10063
179.654,12.89506,11969.27344,0.1007
179.754,12.90381,11975.88184,0.10077
179.854,12.91231,11973.35254,0.10083
179.954,12.92037,11972.06348,0.1009
180.054,12.92881,11973.89062,0.10096
180.154,12.93706,11974.05273,0.10103
180.254,12.94537,11975.30664,0.10109
180.354,12.95362,11974.80566,0.10116
180.454,12.962,11977.40332,0.10123
180.554,12.97044,11977.69824,0.10129
180.654,12.97862,11977.58398,0.10136
180.754,12.98706,11980.46875,0.10142
180.854,12.99569,11980.74023,0.10149
180.954,13.00369,11976.65332,0.10155
181.054,13.012,11978.87207,0.10162
181.154,13.02025,11978.08789,0.10168
181.254,13.02862,11980.25977,0.10175
181.354,13.03712,11983.7207,0.10182
181.454,13.04556,11984.92188,0.10188
181.554,13.05387,11980.28027,0.10195
181.654,13.06187,11981.20117,0.10201
181.754,13.07025,11984.02148,0.10208
181.854,13.07868,11983.49707,0.10214
181.954,13.08681,11984.16602,0.10221
182.054,13.0955,11988.48438,0.10228
182.154,13.10381,11987.58398,0.10234
182.254,13.11194,11984.54688,0.10241
182.354,13.12031,11986.98438,0.10247
182.454,13.12887,11990.33105,0.10254
182.554,13.13706,11985.41699,0.1026
182.654,13.14519,11985.92969,0.10267
182.754,13.15369,11990.55273,0.10273
182.854,13.16212,11989.75293,0.1028
182.954,13.17037,11991.15332,0.10287
183.054,13.17894,11993.42188,0.10293
183.154,13.18719,11990.95605,0.103
183.254,13.19531,11990.28613,0.10306
183.354,13.2035,11990.80664,0.10313
183.454,13.21194,11995.15332,0.10319
183.554,13.22062,11996.60547,0.10326
183.654,13.22869,11995.0127,0.10333
183.754,13.23706,11995.62891,0.10339
183.854,13.2455,11995.33105,0.10346
183.954,13.25356,11993.92383,0.10352
184.054,13.262,11997.5957,0.10359
184.154,13.27044,11996.49609,0.10365
184.254,13.27869,11995.84375,0.10372
184.354,13.287,11997.61523,0.10378
184.454,13.29543,12000.82715,0.10385
184.554,13.30394,11999.70508,0.10392
184.654,13.31194,11998.97363,0.10398
184.754,13.32037,12000.22266,0.10405
184.854,13.32862,11998.18555,0.10411
184.954,13.33662,11998.83887,0.10418
185.054,13.34544,12006.24219,0.10424
185.154,13.35394,12006.18262,0.10431
185.254,13.36212,12001.75488,0.10438
185.354,13.37037,12002.21875,0.10444
185.454,13.37869,12003.2998,0.10451
185.554,13.38694,12001.55273,0.10457
185.654,13.39519,12003.80273,0.10464
185.754,13.40381,12008.6709,0.1047
185.854,13.41231,12005.85938,0.10477
185.954,13.42025,12003.71582,0.10483
186.054,13.42881,12008.17188,0.1049
186.154,13.43719,12009.13672,0.10497
186.254,13.44537,12007.58008,0.10503
186.354,13.45362,12007.19141,0.1051
186.454,13.46187,12008.99512,0.10516
186.554,13.47037,12010.01465,0.10523
186.654,13.47869,12012.0625,0.10529
186.754,13.48712,12013.64648,0.10536
186.854,13.49562,12011.17773,0.10543
186.954,13.50362,12008.3457,0.10549
187.054,13.51187,12010.63281,0.10556
187.154,13.52031,12011.84961,0.10562
187.254,13.52868,12013.45801,0.10569
187.354,13.53719,12015.14746,0.10575
187.454,13.54562,12016.55469,0.10582
187.554,13.55381,12011.48535,0.10589
187.654,13.56181,12013.59668,0.10595
187.754,13.57037,12017.12793,0.10602
187.854,13.57875,12015.22852,0.10608
187.954,13.58681,12014.68652,0.10615
188.054,13.59544,12019.69727,0.10621
188.154,13.60375,12018.82129,0.10628
188.254,13.61206,12017.76758,0.10634
188.354,13.62044,12019.5752,0.10641
188.454,13.62881,12019.69434,0.10648
188.554,13.63706,12015.77832,0.10654
188.654,13.64506,12016.50391,0.1066
188.754,13.65369,12023.35254,0.10667
188.854,13.66231,12023.02734,0.10674
188.954,13.67037,12021.1123,0.1068
189.054,13.67894,12023.14453,0.10687
189.154,13.68706,12020.82324,0.10693
189.254,13.69525,12020.98926,0.107
189.354,13.70356,12023.0918,0.10706
189.454,13.712,12026.03516,0.10713
189.554,13.7205,12025.18457,0.1072
189.654,13.72869,12025.29102,0.10726
189.754,13.737,12026.1543,0.10733
189.854,13.74556,12026.25,0.1074
189.954,13.75369,12024.83301,0.10746
190.054,13.762,12025.96484,0.10752
190.154,13.77037,12025.83496,0.10759
190.254,13.77856,12024.85449,0.10766
190.354,13.787,12028.67871,0.10772
190.454,13.79556,12031.69727,0.10779
190.554,13.80387,12027.60156,0.10785
190.654,13.81193,12028.22852,0.10792
190.754,13.82031,12029.80469,0.10798
190.854,13.82862,12027.71289,0.10805
190.954,13.83675,12029.54785,0.10811
191.054,13.84556,12036.08496,0.10818
191.154,13.85387,12033.45801,0.10825
191.254,13.86212,12030.63672,0.10831
191.354,13.87031,12030.85742,0.10838
191.454,13.87875,12033.62988,0.10844
191.554,13.88712,12031.60449,0.10851
191.654,13.89512,12031.5166,0.10857
191.754,13.90381,12036.83008,0.10864
191.854,13.91225,12034.22656,0.10871
191.954,13.92025,12033.66211,0.10877
192.054,13.92887,12037.91602,0.10884
192.154,13.93719,12036.9541,0.1089
192.254,13.94537,12035.02344,0.10897
192.354,13.95362,12034.91797,0.10903
192.454,13.96187,12038.03223,0.1091
192.554,13.9705,12039.65137,0.10917
192.654,13.97875,12040.29395,0.10923
192.754,13.98712,12040.72656,0.1093
192.854,13.99562,12039.19043,0.10936
192.954,14.00356,12035.68066,0.10943
193.054,14.01194,12039.77734,0.10949
193.154,14.02044,12040.66797,0.10956
193.254,14.02869,12039.83691,0.10962
193.354,14.03712,12041.67188,0.10969
193.454,14.0455,12043.52246,0.10976
193.554,14.05375,12039.49512,0.10982
193.654,14.06194,12042.29492,0.10989
193.754,14.07037,12044.70508,0.10995
193.854,14.07875,12041.80469,0.11002
193.954,14.08675,12040.78809,0.11008
194.054,14.09537,12047.10156,0.11015
194.154,14.10381,12047.21289,0.11022
194.254,14.11212,12045.06152,0.11028
194.354,14.12037,12044.43359,0.11035
194.454,14.12881,12046.38477,0.11041
194.554,14.13694,12042.12695,0.11048
194.654,14.14506,12044.28418,0.11054
194.754,14.15381,12050.97559,0.11061
194.854,14.16231,12048.2334,0.11068
194.954,14.17031,12046.09082,0.11074
195.054,14.17887,12049.60156,0.11081
195.154,14.18706,12048.39062,0.11087
195.254,14.19537,12048.78125,0.11094
195.354,14.20362,12048.70312,0.111
195.454,14.212,12051.13672,0.11107
195.554,14.22044,12050.99609,0.11113
195.654,14.22856,12050.53418,0.1112
195.754,14.23706,12053.72656,0.11127
195.854,14.24569,12053.83398,0.11133
195.954,14.25369,12049.37891,0.1114
196.054,14.262,12051.88086,0.11146
196.154,14.27031,12051.08008,0.11153
196.254,14.27856,12051.28809,0.11159
196.354,14.28712,12055.86621,0.11166
196.454,14.29562,12057.05957,0.11173
196.554,14.30387,12052.17383,0.11179
196.654,14.31187,12052.47949,0.11185
196.754,14.32025,12055.02637,0.11192
196.854,14.32869,12054.6709,0.11199
196.954,14.33681,12055.09277,0.11205
197.054,14.3455,12059.7207,0.11212
197.154,14.35381,12057.99316,0.11218
197.254,14.362,12054.96777,0.11225
197.354,14.37031,12056.99121,0.11231
197.454,14.37881,12059.74414,0.11238
197.554,14.38712,12055.47852,0.11245
197.654,14.39512,12055.85547,0.11251
197.754,14.40362,12060.22754,0.11258
197.854,14.41218,12059.59082,0.11264
197.954,14.42037,12060.68945,0.11271
198.054,14.42894,12061.82129,0.11278
198.154,14.43719,12059.8291,0.11284
198.254,14.44531,12058.64355,0.11291
198.354,14.4535,12059.30176,0.11297
198.454,14.46194,12063.73926,0.11304
198.554,14.47056,12064.05469,0.1131
198.654,14.47875,12063.22656,0.11317
198.754,14.48706,12064.19727,0.11323
198.854,14.4955,12062.29688,0.1133
198.954,14.50362,12061.19922,0.11336
199.054,14.51206,12065.19336,0.11343
199.154,14.52044,12063.60156,0.1135
199.254,14.52869,12063.01758,0.11356
199.354,14.537,12064.69922,0.11363
199.454,14.5455,12067.63379,0.11369
199.554,14.55387,12064.96973,0.11376
199.654,14.56194,12065.70605,0.11382
199.754,14.57044,12067.13281,0.11389
199.854,14.57862,12063.98145,0.11395
199.954,14.58669,12064.94727,0.11402
200.054,14.59544,12071.84473,0.11409
200.154,14.60394,12071.38867,0.11415
200.254,14.61212,12066.76953,0.11422
200.354,14.62037,12067.43457,0.11428
200.454,14.62868,12068.49805,0.11435
200.554,14.637,12066.47949,0.11441
200.654,14.64519,12068.71387,0.11448
200.754,14.65381,12073.0791,0.11455
200.854,14.66231,12070.58594,0.11461
200.954,14.67025,12068.56152,0.11468
201.054,14.67881,12072.34277,0.11474
201.154,14.68719,12072.82812,0.11481
201.254,14.69537,12071.14355,0.11487
201.354,14.70362,12069.97559,0.11494
201.454,14.71194,12072.78809,0.115
201.554,14.72037,12073.34961,0.11507
201.654,14.72869,12075.26855,0.11514
201.754,14.73719,12076.52051,0.1152
201.854,14.74562,12073.81445,0.11527
201.954,14.75362,12071.32422,0.11533
202.054,14.76181,12073.21973,0.1154
202.154,14.77031,12074.55273,0.11546
202.254,14.77868,12075.83691,0.11553
202.354,14.78712,12077.28711,0.1156
202.454,14.79556,12078.25586,0.11566
202.554,14.80381,12073.79688,0.11573
202.654,14.81187,12074.87598,0.11579
202.754,14.82037,12079.22363,0.11586
202.854,14.82875,12076.30957,0.11592
202.954,14.83681,12075.62598,0.11599
203.054,14.84544,12080.66602,0.11606
203.154,14.85375,12079.74219,0.11612
203.254,14.86206,12078.51562,0.11619
203.354,14.87044,12079.82031,0.11625
203.454,14.87881,12079.74609,0.11632
203.554,14.88712,12076.37305,0.11638
203.654,14.89506,12075.97656,0.11645
203.754,14.90368,12082.56934,0.11651
203.854,14.91225,12082.07812,0.11658
203.954,14.92031,12080.40723,0.11665
204.054,14.92894,12082.73535,0.11671
204.154,14.93712,12080.98047,0.11678
204.254,14.94525,12080.04004,0.11684
204.354,14.95362,12082.20703,0.11691
204.454,14.962,12084.76465,0.11697
204.554,14.97056,12083.80273,0.11704
204.654,14.97869,12084.01562,0.1171
204.754,14.98694,12083.875,0.11717
204.854,14.99556,12084.96191,0.11724
204.954,15.00362,12082.97852,0.1173
205.054,15.012,12084.42188,0.11737
205.154,15.02037,12083.70801,0.11743
205.254,15.02856,12082.89453,0.1175
205.354,15.03706,12086.39355,0.11756
205.454,15.04556,12088.9541,0.11763
205.554,15.05394,12084.74219,0.1177
205.654,15.06194,12084.24121,0.11776
205.754,15.07031,12086.98926,0.11783
205.854,15.07856,12084.25879,0.11789
205.954,15.08675,12086.77637,0.11796
206.054,15.0955,12092.73828,0.11802
206.154,15.10394,12090.17188,0.11809
206.254,15.11212,12086.43848,0.11816
206.354,15.12025,12086.42676,0.11822
206.454,15.12868,12089.8252,0.11829
206.554,15.13712,12087.85156,0.11835
206.654,15.14512,12087.08691,0.11842
206.754,15.15381,12092.77539,0.11848
206.854,15.16218,12089.23145,0.11855
206.954,15.17025,12088.7793,0.11861
207.054,15.17894,12093.40625,0.11868
207.154,15.18719,12091.81055,0.11875
207.254,15.19537,12089.10645,0.11881
207.354,15.20356,12089.78027,0.11888
207.454,15.21187,12092.26465,0.11894
207.554,15.2205,12094.16797,0.11901
207.654,15.22869,12094.0293,0.11907
207.754,15.23712,12094.55469,0.11914
207.854,15.24562,12092.95898,0.11921
207.954,15.25356,12090.11035,0.11927
208.054,15.26194,12093.36035,0.11934
208.154,15.27037,12094.2041,0.1194
208.254,15.27869,12092.99121,0.11947
208.354,15.28712,12095.1582,0.11953
208.454,15.2955,12096.72852,0.1196
208.554,15.30375,12092.74414,0.11966
208.654,15.31194,12095.17383,0.11973
208.754,15.32037,12097.04297,0.1198
208.854,15.32875,12094.10156,0.11986
208.954,15.33675,12094.28223,0.11992
209.054,15.34537,12099.28516,0.11999
209.154,15.35387,12099.20703,0.12006
209.254,15.36212,12096.62598,0.12012
209.354,15.37037,12096.2002,0.12019
209.454,15.37881,12097.83887,0.12026
209.554,15.38694,12094.44336,0.12032
209.654,15.39506,12095.94336,0.12038
209.754,15.40381,12102.44531,0.12045
209.854,15.41231,12098.99902,0.12052
209.954,15.42037,12098.12109,0.12058
210.054,15.42881,12099.43457,0.12065
210.154,15.43706,12098.87598,0.12071
210.254,15.44531,12099.06641,0.12078
210.354,15.45362,12099.99512,0.12084
210.454,15.462,12101.5127,0.12091
210.554,15.4705,12101.90527,0.12098
